NOMBRE_COMUNA_EGRESO;IPS;PROMEDIO_COMUNA_gral;PROMEDIO_COMUNA_NOTA
ÑUÑOA;30.63;649.45;649.45
SANTIAGO;55.33;624.4029776312128;624.4029776312128
SAN MIGUEL;50.33;595.4831571449484;595.4831571449484
MACUL;44.36;608.2714876930069;608.2714876930069
QUILICURA;55.19;609.7735264710526;609.7735264710526
SAN JOAQUIN;72.02;547.9491990497713;547.9491990497713
LO ESPEJO;87.0;422.0;422.0
ESTACION CENTRAL;70.92;587.533069048852;587.533069048852
PUENTE ALTO;61.46;602.2232623969811;602.2232623969811
PEDRO AGUIRRE CERDA;76.22;574.5442884817227;574.5442884817227
PEÑALOLEN;57.84;632.8758112922765;632.8758112922765
PROVIDENCIA;20.18;624.5;624.5
EL BOSQUE;74.05;599.1940570878678;599.1940570878678
COLINA;51.58;635.5330981950916;635.5330981950916
RECOLETA;71.92;585.8792115005382;585.8792115005382
MAIPU;57.25;618.7648786409871;618.7648786409871
LAS CONDES;13.19;588.73;588.73
CONCHALI;73.65;562.808320268757;562.808320268757
CERRILLOS;65.71;589.2062235294118;589.2062235294118
MELIPILLA;77.05;585.4232598431;585.4232598431
LA FLORIDA;57.81;619.440559154999;619.440559154999
LA PINTANA;89.36;371.0;371.0
PADRE HURTADO;63.25;580.5114475873544;580.5114475873544
CERRO NAVIA;85.74;583.15;583.15
LA CISTERNA;60.61;585.489104130024;585.489104130024
LA GRANJA;72.69;580.3066724436742;580.3066724436742
TALAGANTE;63.76;602.1178611735659;602.1178611735659
LAS CONDES;13.19;617.22;617.22
LO ESPEJO;87.0;578.89;578.89
LA PINTANA;89.36;489.5;489.5
LA REINA;32.42;325.0;325.0
LO ESPEJO;87.0;421.5;421.5
LO BARNECHEA;24.97;484.5;484.5
CERRO NAVIA;85.74;584.27;584.27
LO PRADO;69.36;567.1920744680851;567.1920744680851
SAN RAMON;80.61;570.0843684210527;570.0843684210527
PEÑAFLOR;61.73;572.7205718663878;572.7205718663878
LA PINTANA;89.36;481.0;481.0
ÑUÑOA;30.63;577.0;577.0
QUINTA NORMAL;68.44;577.0964427106404;577.0964427106404
LA PINTANA;89.36;595.92;595.92
LO BARNECHEA;24.97;402.73;402.73
INDEPENDENCIA;64.49;583.9053651669637;583.9053651669637
ISLA DE MAIPO;73.35;563.9252898550725;563.9252898550725
LA PINTANA;89.36;577.13;577.13
ÑUÑOA;30.63;766.5;766.5
LO BARNECHEA;24.97;657.0;657.0
LA PINTANA;89.36;340.0;340.0
LAS CONDES;13.19;625.55;625.55
CALERA DE TANGO;58.99;623.8580304172247;623.8580304172247
RENCA;72.73;582.6704593313715;582.6704593313715
SAN BERNARDO;70.66;592.7249671792287;592.7249671792287
LAS CONDES;13.19;624.72;624.72
LA PINTANA;89.36;422.5;422.5
VITACURA;3.32;891.5;891.5
PUDAHUEL;65.62;587.5667768615443;587.5667768615443
PROVIDENCIA;20.18;746.0;746.0
PROVIDENCIA;20.18;632.0;632.0
LA REINA;32.42;575.54;575.54
LA PINTANA;89.36;453.5;453.5
LO BARNECHEA;24.97;406.0;406.0
LA PINTANA;89.36;475.5;475.5
ÑUÑOA;30.63;506.0;506.0
CURACAVI;67.2;567.8196159503038;567.8196159503038
CERRO NAVIA;85.74;476.0;476.0
CERRO NAVIA;85.74;581.78;581.78
BUIN;65.43;594.9002501576537;594.9002501576537
LA PINTANA;89.36;576.55;576.55
HUECHURABA;52.32;652.2124383630576;652.2124383630576
VITACURA;3.32;593.76;593.76
LA PINTANA;89.36;428.0;428.0
LA PINTANA;89.36;399.0;399.0
LO ESPEJO;87.0;411.0;411.0
CERRO NAVIA;85.74;378.5;378.5
LA PINTANA;89.36;581.72;581.72
LO BARNECHEA;24.97;639.5;639.5
LO ESPEJO;87.0;565.71;565.71
LO ESPEJO;87.0;571.34;571.34
PIRQUE;60.64;584.5008462410437;584.5008462410437
LO ESPEJO;87.0;576.72;576.72
LAS CONDES;13.19;373.21;373.21
LAMPA;63.54;574.729591466248;574.729591466248
LA REINA;32.42;347.5;347.5
PROVIDENCIA;20.18;433.5;433.5
LA REINA;32.42;580.58;580.58
PROVIDENCIA;20.18;549.5;549.5
CERRO NAVIA;85.74;584.13;584.13
CERRO NAVIA;85.74;580.0;580.0
LA PINTANA;89.36;576.83;576.83
LA PINTANA;89.36;553.5;553.5
LAS CONDES;13.19;717.41;717.41
LA REINA;32.42;523.5;523.5
LO ESPEJO;87.0;484.5;484.5
LA REINA;32.42;927.0;927.0
LO ESPEJO;87.0;482.5;482.5
LA PINTANA;89.36;449.0;449.0
SAN JOSE DE MAIPO;72.81;561.5717355371901;561.5717355371901
EL MONTE;77.53;531.0136140344172;531.0136140344172
LAS CONDES;13.19;690.23;690.23
PROVIDENCIA;20.18;600.4;600.4
PROVIDENCIA;20.18;651.98;651.98
LO ESPEJO;87.0;433.0;433.0
LO ESPEJO;87.0;437.5;437.5
PROVIDENCIA;20.18;590.8;590.8
TILTIL;68.38;544.5262290701011;544.5262290701011
LA PINTANA;89.36;436.5;436.5
ÑUÑOA;30.63;488.0;488.0
LA PINTANA;89.36;427.0;427.0
LO ESPEJO;87.0;423.5;423.5
ÑUÑOA;30.63;565.0;565.0
LA PINTANA;89.36;585.5;585.5
LO ESPEJO;87.0;598.0;598.0
PROVIDENCIA;20.18;590.02;590.02
LO ESPEJO;87.0;488.5;488.5
LA REINA;32.42;402.0;402.0
PROVIDENCIA;20.18;556.0;556.0
LO BARNECHEA;24.97;547.5;547.5
VITACURA;3.32;586.04;586.04
LO ESPEJO;87.0;376.5;376.5
LAS CONDES;13.19;631.02;631.02
LA PINTANA;89.36;339.0;339.0
LA REINA;32.42;585.79;585.79
PROVIDENCIA;20.18;499.5;499.5
PROVIDENCIA;20.18;602.41;602.41
LO ESPEJO;87.0;436.0;436.0
PAINE;69.43;589.6381781200479;589.6381781200479
PROVIDENCIA;20.18;617.75;617.75
LO BARNECHEA;24.97;696.71;696.71
CERRO NAVIA;85.74;390.0;390.0
PROVIDENCIA;20.18;504.0;504.0
CERRO NAVIA;85.74;577.16;577.16
LO BARNECHEA;24.97;449.5;449.5
LO ESPEJO;87.0;565.51;565.51
PROVIDENCIA;20.18;618.12;618.12
PROVIDENCIA;20.18;795.0;795.0
PROVIDENCIA;20.18;391.0;391.0
LO BARNECHEA;24.97;569.5;569.5
CERRO NAVIA;85.74;588.0;588.0
CERRO NAVIA;85.74;388.5;388.5
LA PINTANA;89.36;569.22;569.22
PROVIDENCIA;20.18;659.93;659.93
LAS CONDES;13.19;583.08;583.08
LAS CONDES;13.19;599.2;599.2
VITACURA;3.32;607.51;607.51
CERRO NAVIA;85.74;576.59;576.59
CERRO NAVIA;85.74;405.5;405.5
ÑUÑOA;30.63;734.5;734.5
LA PINTANA;89.36;577.38;577.38
LA PINTANA;89.36;426.5;426.5
CERRO NAVIA;85.74;413.0;413.0
LAS CONDES;13.19;711.31;711.31
PROVIDENCIA;20.18;597.55;597.55
VITACURA;3.32;620.9;620.9
LO BARNECHEA;24.97;643.07;643.07
CERRO NAVIA;85.74;564.43;564.43
LA PINTANA;89.36;433.0;433.0
PROVIDENCIA;20.18;854.5;854.5
PROVIDENCIA;20.18;625.63;625.63
LA REINA;32.42;753.0;753.0
LA PINTANA;89.36;478.0;478.0
CERRO NAVIA;85.74;378.0;378.0
LA PINTANA;89.36;592.0;592.0
LO BARNECHEA;24.97;447.6;447.6
LAS CONDES;13.19;578.86;578.86
LA PINTANA;89.36;572.55;572.55
CERRO NAVIA;85.74;392.0;392.0
LO BARNECHEA;24.97;787.87;787.87
PROVIDENCIA;20.18;381.07;381.07
ÑUÑOA;30.63;670.5;670.5
LO ESPEJO;87.0;445.0;445.0
PROVIDENCIA;20.18;583.1;583.1
CERRO NAVIA;85.74;579.76;579.76
CERRO NAVIA;85.74;383.5;383.5
PROVIDENCIA;20.18;599.56;599.56
LA PINTANA;89.36;586.92;586.92
LO BARNECHEA;24.97;551.0;551.0
LO BARNECHEA;24.97;478.0;478.0
PROVIDENCIA;20.18;590.86;590.86
CERRO NAVIA;85.74;473.0;473.0
CERRO NAVIA;85.74;499.5;499.5
LA PINTANA;89.36;490.0;490.0
VITACURA;3.32;610.44;610.44
PROVIDENCIA;20.18;802.0;802.0
PROVIDENCIA;20.18;593.6;593.6
PROVIDENCIA;20.18;589.45;589.45
CERRO NAVIA;85.74;498.0;498.0
LA PINTANA;89.36;575.72;575.72
VITACURA;3.32;638.21;638.21
LAS CONDES;13.19;657.23;657.23
VITACURA;3.32;588.87;588.87
LO BARNECHEA;24.97;448.5;448.5
LO BARNECHEA;24.97;593.81;593.81
LA PINTANA;89.36;588.5;588.5
ÑUÑOA;30.63;731.08;731.08
LA PINTANA;89.36;411.5;411.5
LA PINTANA;89.36;576.29;576.29
LA PINTANA;89.36;641.5;641.5
LA PINTANA;89.36;586.42;586.42
CERRO NAVIA;85.74;634.0;634.0
CERRO NAVIA;85.74;493.0;493.0
PROVIDENCIA;20.18;720.0;720.0
LA PINTANA;89.36;584.9;584.9
LA PINTANA;89.36;581.69;581.69
LO BARNECHEA;24.97;588.92;588.92
LA PINTANA;89.36;385.0;385.0
LA PINTANA;89.36;565.25;565.25
CERRO NAVIA;85.74;497.0;497.0
LO BARNECHEA;24.97;578.61;578.61
CERRO NAVIA;85.74;584.97;584.97
CERRO NAVIA;85.74;547.0;547.0
CERRO NAVIA;85.74;548.0;548.0
ÑUÑOA;30.63;632.74;632.74
PROVIDENCIA;20.18;597.0;597.0
ÑUÑOA;30.63;733.5;733.5
LA PINTANA;89.36;667.0;667.0
LAS CONDES;13.19;609.5;609.5
PROVIDENCIA;20.18;586.1;586.1
LA PINTANA;89.36;666.5;666.5
LA PINTANA;89.36;576.51;576.51
LA PINTANA;89.36;485.5;485.5
PROVIDENCIA;20.18;765.5;765.5
VITACURA;3.32;806.5;806.5
LO ESPEJO;87.0;399.0;399.0
VITACURA;3.32;701.27;701.27
LO ESPEJO;87.0;416.5;416.5
ÑUÑOA;30.63;674.5835528454959;674.5835528454959
VITACURA;3.32;637.73;637.73
LO ESPEJO;87.0;489.0;489.0
CERRO NAVIA;85.74;613.5;613.5
PROVIDENCIA;20.18;581.53;581.53
LA PINTANA;89.36;378.5;378.5
LO ESPEJO;87.0;570.0;570.0
ÑUÑOA;30.63;761.0;761.0
LA PINTANA;89.36;583.19;583.19
LO ESPEJO;87.0;575.36;575.36
PROVIDENCIA;20.18;621.72;621.72
ÑUÑOA;30.63;635.5;635.5
LO BARNECHEA;24.97;523.5;523.5
VITACURA;3.32;602.02;602.02
LA PINTANA;89.36;586.57;586.57
LA PINTANA;89.36;599.5;599.5
LO BARNECHEA;24.97;875.0;875.0
LO ESPEJO;87.0;541.5;541.5
LA PINTANA;89.36;499.5;499.5
PROVIDENCIA;20.18;690.13;690.13
ÑUÑOA;30.63;570.0;570.0
CERRO NAVIA;85.74;482.5;482.5
LAS CONDES;13.19;700.5;700.5
ÑUÑOA;30.63;576.0;576.0
ÑUÑOA;30.63;497.0;497.0
LAS CONDES;13.19;531.5;531.5
LAS CONDES;13.19;687.7;687.7
PROVIDENCIA;20.18;577.57;577.57
LA REINA;32.42;597.32;597.32
LO ESPEJO;87.0;516.5;516.5
LA PINTANA;89.36;583.47;583.47
SAN PEDRO;80.07;563.9122535211267;563.9122535211267
LA PINTANA;89.36;395.5;395.5
CERRO NAVIA;85.74;584.12;584.12
ÑUÑOA;30.63;604.19;604.19
CERRO NAVIA;85.74;575.76;575.76
LO BARNECHEA;24.97;731.85;731.85
LAS CONDES;13.19;605.93;605.93
LAS CONDES;13.19;582.77;582.77
ÑUÑOA;30.63;586.46;586.46
LA PINTANA;89.36;456.5;456.5
LA PINTANA;89.36;570.1;570.1
LO ESPEJO;87.0;460.5;460.5
LA REINA;32.42;337.5;337.5
CERRO NAVIA;85.74;574.5;574.5
LA REINA;32.42;891.0;891.0
PROVIDENCIA;20.18;760.0;760.0
LA REINA;32.42;543.5;543.5
LA PINTANA;89.36;562.51;562.51
LAS CONDES;13.19;487.0;487.0
LAS CONDES;13.19;582.78;582.78
LA REINA;32.42;493.0;493.0
LAS CONDES;13.19;395.5;395.5
LA PINTANA;89.36;540.0;540.0
PROVIDENCIA;20.18;784.0;784.0
VITACURA;3.32;581.3;581.3
LA REINA;32.42;639.0;639.0
ÑUÑOA;30.63;541.5;541.5
LA PINTANA;89.36;427.5;427.5
LA PINTANA;89.36;425.5;425.5
PROVIDENCIA;20.18;595.86;595.86
ÑUÑOA;30.63;625.04;625.04
PROVIDENCIA;20.18;588.35;588.35
LAS CONDES;13.19;505.0;505.0
LA REINA;32.42;596.7;596.7
LO BARNECHEA;24.97;653.0;653.0
PROVIDENCIA;20.18;708.02;708.02
CERRO NAVIA;85.74;499.0;499.0
LAS CONDES;13.19;609.0;609.0
PROVIDENCIA;20.18;583.07;583.07
PROVIDENCIA;20.18;652.35;652.35
VITACURA;3.32;379.17;379.17
LO BARNECHEA;24.97;599.41;599.41
LAS CONDES;13.19;584.0;584.0
PROVIDENCIA;20.18;580.72;580.72
LA REINA;32.42;578.0;578.0
PROVIDENCIA;20.18;684.0844356663351;684.0844356663351
PROVIDENCIA;20.18;425.5;425.5
ÑUÑOA;30.63;583.96;583.96
PROVIDENCIA;20.18;676.92;676.92
PROVIDENCIA;20.18;643.71;643.71
ÑUÑOA;30.63;607.38;607.38
PROVIDENCIA;20.18;667.0;667.0
VITACURA;3.32;607.74;607.74
LA PINTANA;89.36;577.2;577.2
LO ESPEJO;87.0;572.47;572.47
LAS CONDES;13.19;920.5;920.5
PROVIDENCIA;20.18;584.54;584.54
CERRO NAVIA;85.74;575.71;575.71
LA REINA;32.42;563.24;563.24
PROVIDENCIA;20.18;376.25;376.25
ÑUÑOA;30.63;609.99;609.99
LO ESPEJO;87.0;582.91;582.91
LA PINTANA;89.36;550.0;550.0
PROVIDENCIA;20.18;574.06;574.06
CERRO NAVIA;85.74;577.17;577.17
PROVIDENCIA;20.18;622.56;622.56
LO ESPEJO;87.0;548.0;548.0
LO ESPEJO;87.0;538.53;538.53
VITACURA;3.32;687.47;687.47
LA PINTANA;89.36;624.5;624.5
CERRO NAVIA;85.74;580.57;580.57
CERRO NAVIA;85.74;429.0;429.0
ÑUÑOA;30.63;393.98;393.98
PROVIDENCIA;20.18;661.5;661.5
CERRO NAVIA;85.74;574.07;574.07
PROVIDENCIA;20.18;598.5;598.5
ÑUÑOA;30.63;624.5;624.5
LO BARNECHEA;24.97;702.6517353090536;702.6517353090536
LA PINTANA;89.36;467.49;467.49
PROVIDENCIA;20.18;594.39;594.39
LO ESPEJO;87.0;413.5;413.5
LO ESPEJO;87.0;571.6;571.6
VITACURA;3.32;582.93;582.93
LO BARNECHEA;24.97;395.5;395.5
LAS CONDES;13.19;404.11;404.11
ÑUÑOA;30.63;583.5;583.5
LO ESPEJO;87.0;578.3;578.3
LO ESPEJO;87.0;431.0;431.0
PROVIDENCIA;20.18;906.5;906.5
VITACURA;3.32;636.43;636.43
LO ESPEJO;87.0;501.0;501.0
VITACURA;3.32;582.41;582.41
PROVIDENCIA;20.18;596.65;596.65
LA PINTANA;89.36;405.0;405.0
LA PINTANA;89.36;552.5;552.5
PROVIDENCIA;20.18;634.0;634.0
LO ESPEJO;87.0;562.61;562.61
LA PINTANA;89.36;544.11;544.11
ÑUÑOA;30.63;724.5;724.5
VITACURA;3.32;800.0;800.0
CERRO NAVIA;85.74;577.78;577.78
LO ESPEJO;87.0;441.5;441.5
PROVIDENCIA;20.18;910.5;910.5
ÑUÑOA;30.63;466.0;466.0
LO ESPEJO;87.0;568.41;568.41
LA REINA;32.42;794.06;794.06
ÑUÑOA;30.63;588.0;588.0
PROVIDENCIA;20.18;581.0;581.0
ÑUÑOA;30.63;489.0;489.0
LO ESPEJO;87.0;591.0;591.0
LA REINA;32.42;605.88;605.88
LA PINTANA;89.36;566.28;566.28
LA PINTANA;89.36;588.0;588.0
LA PINTANA;89.36;614.0;614.0
LO ESPEJO;87.0;570.61;570.61
LO ESPEJO;87.0;444.5;444.5
LO ESPEJO;87.0;626.5;626.5
LA PINTANA;89.36;543.64;543.64
LA PINTANA;89.36;463.5;463.5
LAS CONDES;13.19;904.0;904.0
LA REINA;32.42;570.02;570.02
LA PINTANA;89.36;387.06;387.06
LA PINTANA;89.36;566.29;566.29
PROVIDENCIA;20.18;581.69;581.69
ÑUÑOA;30.63;808.5;808.5
ÑUÑOA;30.63;587.46;587.46
LA PINTANA;89.36;569.27;569.27
LO ESPEJO;87.0;390.5;390.5
PROVIDENCIA;20.18;657.0;657.0
PROVIDENCIA;20.18;803.04;803.04
PROVIDENCIA;20.18;601.5;601.5
ÑUÑOA;30.63;579.63;579.63
LAS CONDES;13.19;619.5;619.5
ÑUÑOA;30.63;526.5;526.5
PROVIDENCIA;20.18;577.9;577.9
ÑUÑOA;30.63;767.5;767.5
ÑUÑOA;30.63;723.43;723.43
CERRO NAVIA;85.74;584.4;584.4
CERRO NAVIA;85.74;360.0;360.0
LA REINA;32.42;600.5;600.5
PROVIDENCIA;20.18;745.37;745.37
ÑUÑOA;30.63;624.74;624.74
LO BARNECHEA;24.97;435.0;435.0
LO ESPEJO;87.0;529.5;529.5
CERRO NAVIA;85.74;584.0;584.0
LA PINTANA;89.36;591.37;591.37
CERRO NAVIA;85.74;575.73;575.73
LA PINTANA;89.36;429.5;429.5
CERRO NAVIA;85.74;539.5;539.5
PROVIDENCIA;20.18;785.0;785.0
CERRO NAVIA;85.74;569.65;569.65
PROVIDENCIA;20.18;589.94;589.94
LO BARNECHEA;24.97;603.06;603.06
CERRO NAVIA;85.74;562.12;562.12
LO ESPEJO;87.0;488.0;488.0
ÑUÑOA;30.63;522.5;522.5
PROVIDENCIA;20.18;914.0;914.0
PROVIDENCIA;20.18;731.0;731.0
CERRO NAVIA;85.74;581.81;581.81
LAS CONDES;13.19;808.0;808.0
LO ESPEJO;87.0;576.0;576.0
PROVIDENCIA;20.18;583.65;583.65
CERRO NAVIA;85.74;584.22;584.22
LAS CONDES;13.19;661.82;661.82
LA PINTANA;89.36;573.16;573.16
PROVIDENCIA;20.18;877.5;877.5
LA REINA;32.42;708.88;708.88
LO ESPEJO;87.0;554.5;554.5
LO ESPEJO;87.0;570.57;570.57
ÑUÑOA;30.63;701.0;701.0
LA PINTANA;89.36;581.35;581.35
LAS CONDES;13.19;863.0;863.0
LA PINTANA;89.36;564.37;564.37
VITACURA;3.32;592.53;592.53
LAS CONDES;13.19;636.0;636.0
ÑUÑOA;30.63;581.36;581.36
PROVIDENCIA;20.18;589.22;589.22
CERRO NAVIA;85.74;458.0;458.0
LA PINTANA;89.36;582.15;582.15
LA PINTANA;89.36;562.37;562.37
LAS CONDES;13.19;798.3087895326639;798.3087895326639
CERRO NAVIA;85.74;582.36;582.36
ÑUÑOA;30.63;649.5;649.5
LAS CONDES;13.19;612.0;612.0
LO ESPEJO;87.0;623.0;623.0
ÑUÑOA;30.63;576.39;576.39
PROVIDENCIA;20.18;581.94;581.94
CERRO NAVIA;85.74;718.5;718.5
CERRO NAVIA;85.74;573.09;573.09
VITACURA;3.32;596.44;596.44
ÑUÑOA;30.63;603.68;603.68
ÑUÑOA;30.63;814.0;814.0
ÑUÑOA;30.63;677.0;677.0
LA PINTANA;89.36;498.0;498.0
PROVIDENCIA;20.18;799.5;799.5
LA PINTANA;89.36;571.37;571.37
LAS CONDES;13.19;580.81;580.81
ÑUÑOA;30.63;394.69;394.69
LA PINTANA;89.36;571.27;571.27
LO ESPEJO;87.0;410.5;410.5
PROVIDENCIA;20.18;575.88;575.88
PROVIDENCIA;20.18;593.0;593.0
ALHUE;70.78;548.3482352941177;548.3482352941177
PROVIDENCIA;20.18;591.23;591.23
PROVIDENCIA;20.18;643.77;643.77
ÑUÑOA;30.63;873.5;873.5
PROVIDENCIA;20.18;908.5;908.5
LA REINA;32.42;392.77;392.77
LA PINTANA;89.36;503.5;503.5
LO BARNECHEA;24.97;590.81;590.81
PROVIDENCIA;20.18;585.99;585.99
CERRO NAVIA;85.74;575.72;575.72
PROVIDENCIA;20.18;894.0;894.0
CERRO NAVIA;85.74;528.0;528.0
ÑUÑOA;30.63;585.52;585.52
CERRO NAVIA;85.74;583.78;583.78
LA PINTANA;89.36;578.86;578.86
LA PINTANA;89.36;574.43;574.43
LA REINA;32.42;724.5;724.5
LO BARNECHEA;24.97;895.5;895.5
LAS CONDES;13.19;581.5;581.5
CERRO NAVIA;85.74;512.0;512.0
LA PINTANA;89.36;441.5;441.5
LAS CONDES;13.19;638.06;638.06
LAS CONDES;13.19;390.79;390.79
PROVIDENCIA;20.18;650.0;650.0
LA REINA;32.42;651.5;651.5
ÑUÑOA;30.63;832.0;832.0
CERRO NAVIA;85.74;419.0;419.0
LA PINTANA;89.36;542.5;542.5
ÑUÑOA;30.63;590.21;590.21
LAS CONDES;13.19;600.5;600.5
LAS CONDES;13.19;660.69;660.69
LO BARNECHEA;24.97;583.35;583.35
PROVIDENCIA;20.18;579.5;579.5
ÑUÑOA;30.63;620.06;620.06
LO ESPEJO;87.0;352.5;352.5
CERRO NAVIA;85.74;576.0;576.0
PROVIDENCIA;20.18;614.57;614.57
CERRO NAVIA;85.74;590.85;590.85
LA PINTANA;89.36;533.5;533.5
CERRO NAVIA;85.74;578.91;578.91
LAS CONDES;13.19;580.25;580.25
LA REINA;32.42;585.11;585.11
CERRO NAVIA;85.74;572.79;572.79
ÑUÑOA;30.63;628.0;628.0
LA PINTANA;89.36;565.15;565.15
PROVIDENCIA;20.18;636.0;636.0
PROVIDENCIA;20.18;808.5;808.5
CERRO NAVIA;85.74;584.73;584.73
LAS CONDES;13.19;572.16;572.16
LA PINTANA;89.36;542.0;542.0
LO ESPEJO;87.0;506.0;506.0
LO ESPEJO;87.0;590.06;590.06
LO ESPEJO;87.0;580.81;580.81
ÑUÑOA;30.63;580.07;580.07
LO ESPEJO;87.0;514.5;514.5
LA PINTANA;89.36;640.5;640.5
LO ESPEJO;87.0;573.65;573.65
VITACURA;3.32;708.0;708.0
LAS CONDES;13.19;726.5;726.5
CERRO NAVIA;85.74;571.85;571.85
LA PINTANA;89.36;579.91;579.91
VITACURA;3.32;657.0;657.0
PROVIDENCIA;20.18;717.0;717.0
PROVIDENCIA;20.18;856.5;856.5
LO ESPEJO;87.0;573.95;573.95
ÑUÑOA;30.63;683.0;683.0
ÑUÑOA;30.63;790.0;790.0
LA PINTANA;89.36;580.63;580.63
LA PINTANA;89.36;587.0;587.0
PROVIDENCIA;20.18;759.5;759.5
VITACURA;3.32;630.23;630.23
LAS CONDES;13.19;393.43;393.43
LA PINTANA;89.36;544.5;544.5
ÑUÑOA;30.63;584.65;584.65
LA PINTANA;89.36;582.5;582.5
ÑUÑOA;30.63;624.0;624.0
PROVIDENCIA;20.18;656.5;656.5
ÑUÑOA;30.63;692.46;692.46
VITACURA;3.32;773.39;773.39
ÑUÑOA;30.63;696.5;696.5
LA PINTANA;89.36;569.14;569.14
ÑUÑOA;30.63;606.0;606.0
ÑUÑOA;30.63;581.13;581.13
VITACURA;3.32;594.03;594.03
LO ESPEJO;87.0;449.5;449.5
LO ESPEJO;87.0;548.5;548.5
VITACURA;3.32;571.36;571.36
LO BARNECHEA;24.97;508.5;508.5
CERRO NAVIA;85.74;554.5;554.5
LA PINTANA;89.36;574.56;574.56
ÑUÑOA;30.63;578.35;578.35
LA PINTANA;89.36;570.48;570.48
PROVIDENCIA;20.18;591.8;591.8
LAS CONDES;13.19;386.69;386.69
ÑUÑOA;30.63;619.5;619.5
ÑUÑOA;30.63;739.0;739.0
LAS CONDES;13.19;875.5;875.5
VITACURA;3.32;624.96;624.96
ÑUÑOA;30.63;534.5;534.5
LAS CONDES;13.19;683.5;683.5
PROVIDENCIA;20.18;405.25;405.25
ÑUÑOA;30.63;589.0;589.0
PROVIDENCIA;20.18;555.0;555.0
VITACURA;3.32;588.33;588.33
LA PINTANA;89.36;616.0;616.0
ÑUÑOA;30.63;566.0;566.0
LO ESPEJO;87.0;400.5;400.5
PROVIDENCIA;20.18;620.5;620.5
PROVIDENCIA;20.18;727.86;727.86
ÑUÑOA;30.63;596.02;596.02
LO ESPEJO;87.0;570.52;570.52
LA PINTANA;89.36;566.66;566.66
ÑUÑOA;30.63;581.25;581.25
LA PINTANA;89.36;793.0;793.0
LA PINTANA;89.36;568.07;568.07
CERRO NAVIA;85.74;488.0;488.0
PROVIDENCIA;20.18;777.5;777.5
PROVIDENCIA;20.18;586.97;586.97
LO ESPEJO;87.0;568.55;568.55
PROVIDENCIA;20.18;759.0;759.0
LA PINTANA;89.36;439.5;439.5
LA REINA;32.42;877.5;877.5
PROVIDENCIA;20.18;636.5;636.5
PROVIDENCIA;20.18;595.46;595.46
CERRO NAVIA;85.74;572.74;572.74
VITACURA;3.32;593.5;593.5
PROVIDENCIA;20.18;589.18;589.18
PROVIDENCIA;20.18;520.5;520.5
LA PINTANA;89.36;560.08;560.08
ÑUÑOA;30.63;589.03;589.03
ÑUÑOA;30.63;695.0;695.0
LA REINA;32.42;810.5;810.5
LAS CONDES;13.19;396.76;396.76
LA PINTANA;89.36;579.5;579.5
ÑUÑOA;30.63;627.5;627.5
LAS CONDES;13.19;761.0;761.0
LAS CONDES;13.19;581.09;581.09
PROVIDENCIA;20.18;621.5;621.5
LA PINTANA;89.36;501.5;501.5
LA PINTANA;89.36;443.5;443.5
PROVIDENCIA;20.18;776.5;776.5
PROVIDENCIA;20.18;780.0;780.0
CERRO NAVIA;85.74;520.5;520.5
LA PINTANA;89.36;562.41;562.41
ÑUÑOA;30.63;577.7;577.7
LAS CONDES;13.19;593.02;593.02
LA PINTANA;89.36;580.94;580.94
LO ESPEJO;87.0;574.28;574.28
PROVIDENCIA;20.18;708.0;708.0
LA PINTANA;89.36;578.55;578.55
CERRO NAVIA;85.74;565.52;565.52
ÑUÑOA;30.63;549.5;549.5
PROVIDENCIA;20.18;738.0;738.0
LO ESPEJO;87.0;528.0;528.0
PROVIDENCIA;20.18;743.0;743.0
PROVIDENCIA;20.18;392.26;392.26
ÑUÑOA;30.63;789.5;789.5
CERRO NAVIA;85.74;562.13;562.13
LO ESPEJO;87.0;763.0;763.0
CERRO NAVIA;85.74;585.05;585.05
VITACURA;3.32;598.79;598.79
PROVIDENCIA;20.18;680.0;680.0
PROVIDENCIA;20.18;574.27;574.27
PROVIDENCIA;20.18;574.01;574.01
LA REINA;32.42;551.0;551.0
PROVIDENCIA;20.18;752.0;752.0
LA REINA;32.42;410.82;410.82
PROVIDENCIA;20.18;748.28;748.28
VITACURA;3.32;807.0;807.0
LAS CONDES;13.19;387.79;387.79
LO ESPEJO;87.0;585.45;585.45
LO ESPEJO;87.0;571.61;571.61
ÑUÑOA;30.63;609.0;609.0
LO ESPEJO;87.0;586.0;586.0
LA REINA;32.42;583.5;583.5
ÑUÑOA;30.63;766.0;766.0
ÑUÑOA;30.63;465.5;465.5
PROVIDENCIA;20.18;443.5;443.5
ÑUÑOA;30.63;602.0;602.0
LA PINTANA;89.36;499.0;499.0
PROVIDENCIA;20.18;402.34;402.34
PROVIDENCIA;20.18;429.0;429.0
LAS CONDES;13.19;610.79;610.79
CERRO NAVIA;85.74;568.9;568.9
ÑUÑOA;30.63;767.0;767.0
PROVIDENCIA;20.18;907.5;907.5
CERRO NAVIA;85.74;567.0;567.0
LA PINTANA;89.36;668.5;668.5
LO ESPEJO;87.0;569.5;569.5
ÑUÑOA;30.63;704.5;704.5
LA PINTANA;89.36;566.8;566.8
PROVIDENCIA;20.18;767.5;767.5
CERRO NAVIA;85.74;571.8;571.8
PROVIDENCIA;20.18;442.0;442.0
ÑUÑOA;30.63;427.5;427.5
LO BARNECHEA;24.97;620.0;620.0
