NOMBRE_COMUNA_EGRESO;NOMBRE_UNIDAD_EDUC;PROMEDIO_COLEGIO
MAIPU;COLEGIO PART. CARDENAL CARLOS OVIEDO CAVADA;588.5138686131387
LA FLORIDA;COLEGIO LONDON ANEXO;631.6066666666667
PUENTE ALTO;COLEGIO SAN MIGUEL DE LOS ANDES;605.269619047619
LAS CONDES;JOHN DEWEY COLLEGE;703.0475
SANTIAGO;CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU;545.523986013986
SANTIAGO;ESCUELA COLEGIO POLIVALENTE STA FAMILIA;646.9545454545455
PEÑALOLEN;COLEGIO, CENTRO EDUC.AMERICO VESPUCIO;543.9616279069767
PEÑALOLEN;COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN;670.4052972972972
SANTIAGO;COLEGIO DE ADULTOS INSTITUTO ANDES;563.7471428571429
LAS CONDES;COLEGIO NUESTRA SENORA DEL LORETO;708.5911475409836
MELIPILLA;LICEO GABRIELA MISTRAL DE MELIPILLA;556.2001538461539
MAIPU;ESCUELA INSTITUTO RAMON FREIRE;661.5
SAN RAMON;ESCUELA COLEGIO ALBERTO BLEST GANA;568.3413533834586
SAN MIGUEL;CENTRO EDUC. PARTICULAR SAN LUIS;564.0899999999999
PUENTE ALTO;COLEGIO MAYOR TOBALABA;705.1422764227642
MAIPU;COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU;608.171891891892
SANTIAGO;COLEGIO FRANCISCO ARRIARAN;637.5136170212766
SAN BERNARDO;COLEGIO  INGLES ISAAC NEWTON;738.5526315789474
PUENTE ALTO;LICEO NUESTRA SENORA DE LAS MERCEDES;611.2592792792792
SANTIAGO;COLEGIO DE ADULTOS CENTRO DE ESTUDIOS LA ARAUCANA;460.0
PUENTE ALTO;COLEGIO PARTICULAR SAN MATEO;579.2549206349206
LA PINTANA;COLEGIO BICENTENARIO APRENDER;596.1667647058823
PUENTE ALTO;COLEGIO PARTICULAR MIRADOR;622.2156198347108
LO ESPEJO;COLEGIO POLIV. SAINT TRINITY COLLEGE;507.6655263157895
LA FLORIDA;COLEGIO PUELCHE;665.0
PUDAHUEL;LICEO MUN. CENTRO EDUCACIONAL PUDAHUEL;527.2377358490565
MAIPU;COLEGIO DE ADULTOS JUAN RAMON JIMENEZ;621.0
ÑUÑOA;COLEGIO UNIVERSITARIO EL SALVADOR;759.2543055555556
SANTIAGO;COLEGIO SANTA TERESITA DEL NINO JESUS;609.1250980392157
VITACURA;COLEGIO SAN PEDRO NOLASCO;787.6373195876289
MAIPU;LICEO POLITECNICO PARTICULAR HANNOVER;560.3902134146341
RENCA;COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA;568.8759055118111
PUENTE ALTO;CENTRO EDUCACIONAL LARUN RAYUN;569.6874509803922
ESTACION CENTRAL;ESCUELA, COLEGIO POLITEC.H.DE MAGALLANES;552.1295454545455
LA CISTERNA;CENTRO EDUCACIONAL LINCOLN COLLEGE;604.0983333333334
TILTIL;LICEO POLIVALENTE MANUEL RODRIGUEZ;519.9135897435898
LA GRANJA;LICEO MUNICIPAL LA GRANJA POETA NERUDA;557.34
SAN BERNARDO;COLEGIO SEBASTIAN EL CANO SAN BERNARDO;637.7107142857143
PUENTE ALTO;COLEGIO CRISTIANO BELEN;614.2923999999999
MAIPU;COLEGIO INSTITUTO O¦HIGGINS DE MAIPU;626.9588288288288
VITACURA;COLEGIO ADUL. INSTITUTO TABANCURA DE VITACURA;579.6401666666667
CERRILLOS;COLEGIO PARTICULAR MATER DEI;618.45671875
MAIPU;COLEGIO INTERNACIONAL  ALBA;825.4429729729729
PUENTE ALTO;COLEGIO EL RACO;568.3234042553191
QUILICURA;COLEGIO  MANQUECURA VALLE LO CAMPINO;737.1210344827587
ESTACION CENTRAL;COLEGIO SAN ALBERTO;541.1372972972973
PUENTE ALTO;COLEGIO POLIV. EL ALBORADA;580.4995555555555
MAIPU;COLEGIO VICTORIANO;619.0530303030303
QUINTA NORMAL;LICEO INDUSTRIAL BENJAMIN FRANKLIN;531.4083957219251
LA PINTANA;LICEO SERGIO SILVA BASCUNAN;572.1182300884956
SAN BERNARDO;LICEO ELVIRA BRADY MALDONADO-SN.BERNARDO;527.9575324675325
VITACURA;COLEGIO SAINT GEORGE S COLLEGE;810.421015037594
PUENTE ALTO;LICEO POLIVALENTE MARIA REINA;603.6841228070176
LAS CONDES;COLEGIO INSTITUCION TERESIANA;756.2250684931507
LA PINTANA; ;605.5062594268477
LA GRANJA; ;605.5062594268477
MAIPU;COLEGIO INTERCULTURAL TREMEMN;671.7703937007874
PUENTE ALTO;ESCUELA RUDOLF DECK WERTH;580.7837931034483
SAN JOAQUIN; ;605.5062594268477
ÑUÑOA;COLEGIO VICTOR DOMINGO SILVA;638.5996296296296
QUILICURA;COLEGIO SAN ISAAC JOGUES;601.5986746987952
EL BOSQUE;ESCUELA PARTICULAR VILLA EL SOL;631.5621118012423
SANTIAGO;COLEGIO LORD COCHRANE;585.17
PUENTE ALTO;COLEGIO INGLES SAN LUIS GONZAGA II;591.088253968254
LA FLORIDA;COLEGIO PART. SANTA LUCIA DE LO CANAS;506.0
MAIPU;COLEGIO SAN JUAN DIEGO DE GUADALUPE;525.48375
TALAGANTE;COLEGIO NINO JESUS;609.8844705882353
LA FLORIDA;COLEGIO SANTA MARIA DE LO CANAS;702.6175000000001
ÑUÑOA;COLEGIO MAYA SCHOOL  ANEXO;739.0
VITACURA;LICEO MUNICIPALIZADO AMANDA LABARCA;698.0555900621118
QUILICURA;COLEGIO PALMARES;768.1159509202454
PIRQUE;COLONIAL DE PIRQUE;667.0551515151515
PROVIDENCIA;COLEGIO TREWHELA´S ENGLISH SCHOOL;814.3329059829059
ÑUÑOA;COLEGIO SANTA MARGARITA DE ESCOCIA;643.5054838709677
PEÑALOLEN;COLEGIO PUMAHUE;750.0284795321637
ÑUÑOA;LICEO POLITECNICO PEDRO DE VALDIVIA;563.525939849624
PEÑALOLEN;COLEGIO PARTICULAR SAN FERNANDO;582.0255737704917
MACUL;COLEGIO MADRE DE LA DIVINA PROVIDENC;613.3155223880597
SAN BERNARDO;LICEO POLIV. LUCILA GODOY ALCAYAGA;516.3594117647059
LA FLORIDA;COLEGIO ROCKET ADULTOS DE LA FLORIDA;573.75
MAIPU;LICEO SAN PEDRO POVEDA;783.6374615384615
SAN BERNARDO;LICEO COMERCIAL DE SAN BERNARDO;566.5480722891566
MAIPU;INSTITUTO CRISTIANO LUIS GANDARILLAS;641.9728089887641
MAIPU;ESC. BASICA BOSTON COLLEGE MAIPU;630.8158080808081
COLINA;COLEGIO SAN ANTONIO DE COLINA;609.463937007874
SAN MIGUEL;LICEO SAINT PATRICKS SCHOOL;727.74
MAIPU;COLEGIO PART. ALICANTE DEL ROSAL;737.7564423076923
MAIPU;ESCUELA PARTICULAR RUBEN DARIO;718.1505970149253
TALAGANTE;INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ;590.7676530612246
LA FLORIDA;COLEGIO LICARAYEN;554.1336111111111
LA REINA;COLEGIO DE LA SALLE;748.1470642201834
MAIPU;COLEGIO HERMANOS CARRERA DE CHILE;609.54328125
PROVIDENCIA;COLEGIO PEDRO DE VALDIVIA;750.2536666666667
QUINTA NORMAL;COLEGIO POLIVALENTE FALCON COLLEGE;563.6977235772358
PUDAHUEL;COLEGIO SAN FELIPE;581.0561538461538
SAN BERNARDO;COLEGIO GETSEMANI;584.3956862745098
SANTIAGO;COLEGIO LORENZO SAZIE;621.615
LA REINA; ;605.5062594268477
LAS CONDES;COLEGIO LEONARDO DA VINCI DE LAS CONDES;707.7680434782609
SAN MIGUEL;COLEGIO MANANTIAL DE SAN MIGUEL;606.6826470588235
RECOLETA;COLEGIO MARIA TERESA CANCINO AGUILAR;596.6150442477876
PUENTE ALTO;COLEGIO EL BOSQUE PROVINCIA CORDILLERA;675.6793055555556
ÑUÑOA;COLEGIO WALDORF DE SANTIAGO;615.7075
PROVIDENCIA;COLEGIO DE AD. INSTITUTO SAN SEBASTIAN DE BEL;580.5814285714285
PEDRO AGUIRRE CERDA;COLEGIO GRACE SCHOOL;599.5191346153846
PEÑAFLOR;COLEGIO POLIV. FRANCISCO DE VILLAGRA;560.1303333333333
PUENTE ALTO;COLEGIO SALTAIRAM;588.0508695652173
SANTIAGO;LICEO POLIT. SARA BLINDER DARGOLTZ;545.6589539748954
MAIPU;COLEGIO TERRAUSTRAL OESTE S.A;618.196501650165
MACUL;LICEO SALESIANO CAMILO ORTUZAR MONTT;647.0295604395604
PROVIDENCIA;COLEGIO KENDAL ENGLISH SCHOOL ANEXO;716.4625806451613
MAIPU;COLEGIO DEL VALLE;643.3690196078431
RENCA;COLEGIO DE ADULTOS VALLE DE AZAPA;572.84
CURACAVI;COLEGIO FARMLAND SCHOOL;697.6724137931035
PUENTE ALTO;COLEGIO PARTICULAR NIDAL;609.5833333333334
ESTACION CENTRAL;ESCUELA PARTICULAR JOSE ANTONIO LECAROS;548.4995652173913
LA PINTANA;COLEGIO POLIV. ALMENDRAL DE LA PINTANA;628.0576530612245
LA PINTANA;COLEGIO POLIV. CARDENAL JOSE MARIA CARO;549.2701886792453
LA FLORIDA;LICEO POLIVALENTE MUNICIPAL DE LA FLORIDA;539.2879375
EL BOSQUE;COLEGIO DE ADULTOS ALFRED NOBEL EL BOSQUE;579.4799999999999
PROVIDENCIA;COLEGIO THE ENGLISH INSTITUTE;776.1968493150686
PEÑAFLOR;COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES;578.2559200000001
COLINA;COLEGIO SAN ANDRES DE COLINA;569.9610185185185
LA FLORIDA;COLEGIO PARTICULAR LA CONCEPCION;595.8370535714286
COLINA;COLEGIO SANTA CRUZ DE CHICUREO;790.132090909091
BUIN;COLEGIO DE MAIPO;724.35
MAIPU;COLEGIO TERRAUSTRAL DEL SOL;612.0146440677967
ÑUÑOA;COLEGIO SANTA MARTA;605.16
SAN RAMON;INSTITUTO COMERCIAL EMA DIAZ SIERRA-DIUR;577.94
PADRE HURTADO;COLEGIO ALBERTO HURTADO CRUCHAGA;573.1093258426966
PAINE;ESCUELA  BARBARA KAST RIST;522.4908333333333
LO ESPEJO;ESCUELA BAS. ROSA ELVIRA MATTE DE PRIETO;646.4698214285714
INDEPENDENCIA;COLEGIO ALVARO COVARRUBIAS ARLEGUI;649.75
MAIPU;COLEGIO INSTITUTO AMERICA;588.0064220183486
INDEPENDENCIA;LICEO SAN FRANCISCO DE QUITO;632.5194230769231
RENCA;CENTRO EDUC. GOYENECHEA;505.47333333333336
QUILICURA;COLEGIO SANTA BARBARA H.S.;561.0466981132075
PEÑALOLEN;COLEGIO  MAYOR DE PEÑALOLEN;742.5177595628415
COLINA;LICEO BICENTENARIO CHACABUCO;659.0471014492754
PUENTE ALTO;COLEGIO POLIVALENTE DOMINGO MATTE MESIAS;612.1235142118862
CALERA DE TANGO;COLEGIO SAN FELIPE DIACONO;732.6987804878049
MAIPU;LICEO EXPERIMENTAL ARTISTICO B-65;592.2543333333334
MELIPILLA;COLEGIO VALLE DE MALLARAUCO;518.7511111111112
PROVIDENCIA;COLEGIO SAINT GABRIEL´S SCHOOL LOCAL SEDE;803.8578527607363
BUIN;ESC. PART. PABLO APOSTOL DE BUIN;656.4815217391305
PUENTE ALTO;COLEGIO ARAUCARIA CORDILLERA;611.2771428571428
CURACAVI;LICEO BICENTENARIO PRESIDENTE BALMACEDA;523.1461809045226
PUENTE ALTO;COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO;606.7801851851852
CERRO NAVIA;COLEGIO POLIV. SAINT ORLAND N 3;591.7157894736843
PUENTE ALTO;COLEGIO SANTA MARIA DE LA CORDILLERA;619.7596428571429
PEÑAFLOR;COLEGIO DE AD. INSTITUTO NUEVA IMAGEN;524.1925
PUENTE ALTO;COLEGIO PART. ACROPOLIS;570.6919999999999
MAIPU;ESCUELA BASICA PART.MADRE DE JESUS;655.1625
PEÑALOLEN;COLEGIO MONTEVERDE ANEXO;639.0
LO BARNECHEA;COLEGIO BICENTENARIO SAN ESTEBAN MARTIR;561.5785057471264
MELIPILLA;COLEGIO DE ADULTOS TIRSO DE MOLINA;647.0
SAN BERNARDO;COLEGIO PART. INSTITUTO CORINTIO;595.7222222222222
LA REINA;LICEO EUGENIO MARÍA DE HOSTOS;598.3730952380952
COLINA;LICEO ESMERALDA;523.0647863247864
LA PINTANA;COLEGIO POLIV. NUEVA NAZARET;577.813125
LO BARNECHEA;COLEGIO APOQUINDO FEMENINO;890.5
LAS CONDES;CENTRO EDUCACIONAL LIFE SUPPORT;581.6331666666666
LA CISTERNA;COLEGIO ANTIL MAWIDA;596.3527710843373
MAIPU;COLEGIO EL REDENTOR;624.1789830508474
PAINE;COLEGIO BICENTENARIO MODERNO PAINE;563.0985148514851
MAIPU;COLEGIO LOS ALPES MAIPU;626.836814159292
LAS CONDES;COLEGIO THE SOUTHERN CROSS SCHOOL;807.997
LA FLORIDA;ESCUELA PARTICULAR ROSARIO CONCHA;618.2769599999999
HUECHURABA;COLEGIO  PUMAHUE HUECHURABA;758.1884916201117
MAIPU;COLEGIO PART. ROYAL AMERICAN SCHOOL;650.0644776119403
LA CISTERNA;ESCUELA PRE MILITAR HEROES DE LA CONCEPCION;547.7531736526946
SAN MIGUEL;COLEGIO PARROQUIAL SAN MIGUEL;687.786369047619
PUDAHUEL;COLEGIO  MANQUECURA CIUDAD DE LOS VALLES;748.2612408759123
PEÑALOLEN;CENTRO EDUCACIONAL EDUARDO DE LA BARRA;555.4878571428571
LA FLORIDA;COLEGIO ALICANTE DE LA FLORIDA;708.4367015706806
PEÑAFLOR;COLEGIO COMERCIAL DE PENAFLOR;544.4054054054054
PUDAHUEL;LINCOLN COLLEGE PUDAHUEL;628.1951461988303
ÑUÑOA;LICEO COMERCIAL PARTICULAR ÑUÑOA;571.3183333333333
PUENTE ALTO;SANTA CRUZ COLLEGE;544.8927272727273
LA FLORIDA;LICEO VESPERTINO DE ADULTOS FUTURO;566.975
VITACURA;COLEGIO ANTARTICA CHILENA;630.0796190476191
QUINTA NORMAL;COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO;660.0148201438849
CONCHALI;COLEGIO HELLEN´S COLLEGE;613.2625
COLINA;COLEGIO POLIVALENTE SEMBRADOR;549.648409090909
PEÑALOLEN;ESCUELA PARTICULAR SANTA VICTORIA;582.355
LA FLORIDA;COLEGIO SEMPER ALTIUS;551.7909259259259
SANTIAGO;COLEGIO METODISTA DE SANTIAGO;586.5445714285714
LO BARNECHEA;COMPLEJO EDUC. EDUARDO CUEVAS VALDES;588.0991666666667
LAS CONDES;COLEGIO ALEMAN DE SANTIAGO;792.7361849710982
ESTACION CENTRAL;LICEO RUIZ TAGLE;684.4833644859813
TALAGANTE;COLEGIO UNIVERSAL SAN FRANCISCO;580.3395652173913
LAS CONDES;COLEGIO ANDINO ANTILLANCA;619.7199999999999
SANTIAGO;LICEO Y COLEGIO NUEVO HISPANO CHILENO;635.0227659574468
LO BARNECHEA;COLEGIO LOS ALERCES;845.688493150685
LA CISTERNA;COLEGIO POLIV. SAINT ORLAND;572.8314606741573
LA FLORIDA;COLEGIO DIVINA PASTORA;665.8491666666666
RENCA;LICEO POLITEC.PARTIC.EL SENOR DE RENCA;521.4381904761905
MACUL;COLEGIO SAINT MARY JOSEPH SCHOOL;771.8387096774194
CURACAVI;COLEGIO INSTITUTO SAN LUIS DE CURACAVI;575.8875
EL BOSQUE;ESCUELA Y LICEO LIAHONA;654.3961038961039
LA CISTERNA;LICEO POLIVALENTE OLOF PALME;549.14225
RENCA;COLEGIO SAN JOAQUIN;720.0871929824561
SANTIAGO;LICEO REPUBLICA DE BRASIL;588.2026666666667
RENCA;LICEO INSTITUTO CUMBRE DE CONDORES;595.3459633027522
SANTIAGO;INST.SUP.DE COMERCIO EDUARDO FREI M.;590.8413774104683
LA FLORIDA;LICEO ALTO CORDILLERA DE LA FLORIDA;563.1591666666667
INDEPENDENCIA;COLEGIO PRESIDENTE ALESSANDRI;609.864947368421
LO BARNECHEA; ;605.5062594268477
LA FLORIDA;COLEGIO ATENAS;640.2283333333334
LA FLORIDA;COLEGIO NAZARET DE LA FLORIDA;636.7246363636365
PEÑAFLOR;COLEGIO JOSE MANUEL BALMACEDA;578.374025974026
SAN BERNARDO;COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA;572.594
QUILICURA;COLEGIO TERCER MILENIO;617.1562162162162
CERRILLOS;COLEGIO BICENTENARIO DE EXCELENCIA POLITECNICO ALEMAN ALBERT EINSTEIN;555.5406435643565
PEÑAFLOR;ESCUELA PATRONA DE LOURDES;624.4938709677419
ÑUÑOA;ESCUELA PARTICULAR SAN JUAN BAUTISTA;591.9568686868687
ÑUÑOA;COLEGIO PART. NEW HEINRICH HIGH SCHOOL;652.6245794392523
CURACAVI;ESCUELA PART.  CURACAVI COLLEGE;586.3359016393442
PEÑAFLOR;COLEGIO DE MIRAFLORES DE MALLOCO;577.94
PUENTE ALTO;COLEGIO CORDILLERA;610.7100869565218
LAS CONDES;COLEGIO SAN JUAN EVANGELISTA;740.3278823529412
QUILICURA;COLEGIO POLIV. SANTA MARIA;592.5548648648648
MAIPU;COLEGIO PART. KING EDWARDS SCHOOL I;554.749649122807
LA GRANJA;COLEGIO ALMA MATER;536.6856818181818
PEÑAFLOR;COLEGIO ANTIMANQUE;641.5672727272727
LA GRANJA;COLEGIO LOS PENSAMIENTOS;585.6885185185184
PAINE;COLEGIO ECOLOGICO PAINE;608.7850000000001
PUENTE ALTO;COLEGIO POLIVALENTE RAULÍ;579.5446875
LA PINTANA;CENTRO EDUCACIONAL SANTA ROSA DEL SUR;539.6672631578947
INDEPENDENCIA;COLEGIO ARTURO TORO AMOR;643.9125409836066
SAN MIGUEL;COLEGIO TOMAS MORO;611.0153146853147
MAIPU;COLEGIO SAN NICOLAS DE MAIPU;644.2851282051282
EL MONTE;COLEGIO BICENTENARIO DE SANTA MARIA DE EL MONTE;550.3714285714286
PADRE HURTADO;COLEGIO CENTRO EDUCACIONAL ALTAIR;604.7681249999999
LAS CONDES;COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES;796.2643150684931
LA PINTANA;COLEGIO TECNICO PROFESIONAL NOCEDAL;641.3770491803278
MELIPILLA;COLEGIO O`HIGGINS;583.2255813953489
RECOLETA;COLEGIO SAN JUAN DIEGO;627.641619047619
LO BARNECHEA;COLEGIO BERTAIT COLLEGE;664.9843902439025
PROVIDENCIA;COLEGIO  INSTITUTO PASCAL;651.7208108108108
PUENTE ALTO;COLEGIO POLIVALENTE SAINT PETER COLLEGE;557.0437837837837
MELIPILLA;COLEGIO CRISTOBAL COLON DE MELIPILLA;711.2094827586208
MAIPU;COLEGIO SAINT LOUIS SCHOOL;647.0777884615384
LAMPA;ESCUELA  SAN PEDRO VALLE GRANDE;572.302987012987
PUENTE ALTO;COLEGIO `EMPRENDER OBISPO ALVEAR`;640.5363865546219
HUECHURABA;COLEGIO GRACE COLLEGE;683.4445679012346
SAN BERNARDO;COLEGIO NOBEL GABRIELA MISTRAL;560.3634090909092
SAN BERNARDO;INSTITUTO  DOMINGO  EYZAGUIRRE;582.9596078431372
LAMPA;ESC.BAS. EMPRENDER LARAPINTA;593.141129032258
MACUL;LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR;575.5178787878788
QUILICURA;COLEGIO WESTON ACADEMY;658.7711965811966
PEÑAFLOR;COLEGIO PARTICULAR FORJADORES;578.2731313131313
SAN BERNARDO;COLEGIO DOMINGO EYZAGUIRRE;579.286
QUILICURA;LICEO PAULA JARAQUEMADA DE QUILICURA;676.5310897435897
ÑUÑOA;LICEO REPUBLICA DE SIRIA;736.7565326633165
ESTACION CENTRAL;COLEGIO PART. ASCENSION NICOL;604.1615384615385
MAIPU;COLEGIO OXFORD;601.1116666666666
BUIN;COLEGIO ALTO DEL VALLE;597.2851515151516
COLINA;COLEGIO  SAN JOSE DE CHICUREO;776.570808080808
LA REINA;COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA;587.4928
PUENTE ALTO;COLEGIO ALMENAR DEL MAIPO;695.5659375
INDEPENDENCIA;LICEO ADULTOS PART.LAS AMERICAS MODERNAS;534.92
SAN BERNARDO;COLEGIO SANTIAGO EMPRENDEDORES;591.7495762711865
ESTACION CENTRAL;LICEO ESTACION CENTRAL;569.8077464788732
PEÑAFLOR;ESCUELA PART. PARTHENON COLLEGE;593.9046341463414
PUENTE ALTO;COLEGIO MERRYLAND;601.4845
MAIPU;LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY;609.8752284263959
ÑUÑOA;LICEO PARTICULAR INSUME;623.0
PAINE;COLEGIO BICENTENARIO SANTA MARIA DE PAINE;612.6015384615384
PUENTE ALTO;COLEGIO ALICANTE DEL VALLE;662.4698006644519
BUIN;COLEGIO INGLES SAN JOSE DE LINDEROS;600.1770833333334
SAN JOAQUIN;LICEO BICENTENARIO POLITECNICO SAN JOAQUIN;545.8851162790698
LA REINA;COLEGIO SANTO DOMINGO_PADRES DOMINICOS;732.1311267605633
LA FLORIDA;COLEGIO ANTUQUENU ANDINO;602.3808695652174
PUENTE ALTO;COLEGIO MONTE OLIVO DE PUENTE ALTO;597.3103738317757
TALAGANTE;COLEGIO TALAGANTE GARDEN SCHOOL;627.7928703703705
PADRE HURTADO;COLEGIO PEUMAYEN;598.1860240963856
LAS CONDES;COLEGIO SAN FRANCISCO TECNICO PROFESIONAL;644.3675980392156
VITACURA;COLEGIO INMACULADA CONCEPCION;684.9929347826087
PROVIDENCIA;COLEGIO DE ADULTOS CASA DE ESTUDIOS FUTURO;645.5747530864197
RECOLETA;LICEO ARTURO PEREZ CANTO;553.2855714285714
PAINE;COLEGIO LAS AMERICAS DE PAINE;552.6189393939394
PEÑALOLEN;CENTRO EDUC. VALLE HERMOSO;538.7565517241379
TILTIL;COLEGIO DE ADULTOS MANQUEHUE DE TIL TIL;490.7219230769231
CERRILLOS;COLEGIO SAINT MAURICE S;574.7584057971014
SANTIAGO;COLEGIO HISPANO AMERICANO;689.294537037037
CERRILLOS;COLEGIO LOS CONQUISTADORES;622.522
CONCHALI;ESCUELA PART. ADVENTISTA SANTIAGO NORTE;573.1843636363636
LA FLORIDA;COLEGIO MAURICIO RUGENDAS;633.578064516129
QUILICURA;LICEO ALCALDE JORGE INDO;556.0443137254902
QUILICURA;COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA;550.2676363636364
SAN BERNARDO;LINCOLN COLLEGE SAN BERNARDO;631.91125
PEÑAFLOR;COLEGIO PREMILITAR CAPITAN IGNACIO CARRERA PINTO;553.6585106382979
LA FLORIDA;COLEGIO PART. MANANTIAL DE LA FLORIDA;678.9224074074074
LO BARNECHEA;COLEGIO NIDO DE AGUILAS;770.628
ESTACION CENTRAL;COLEGIO ECHAURREN;587.7858333333334
VITACURA;COLEGIO TABANCURA;849.3438333333332
MELIPILLA;COLEGIO MAITENES;755.7653846153846
ÑUÑOA;COLEGIO AKROS;806.5238095238095
RENCA;COLEGIO JORGE ALESSANDRI RODRIGUEZ;615.9847899159664
SANTIAGO;COLEGIO SANTA CECILIA;601.4061904761905
LA FLORIDA;COLEGIO SANTIAGO;627.0989516129033
TALAGANTE;COLEGIO LEONARDO DA VINCI;695.6590909090909
PEÑALOLEN;CENTRO EDUCACION MARIANO EGANA;541.0305555555556
LAS CONDES;LICEO JUAN PABLO II DE LAS CONDES;685.4723684210527
TALAGANTE;COLEGIO CARAMPANGUE;722.0103157894737
LA REINA;COLEGIO STA MARIA REINA;638.4253153153154
MAIPU;COLEGIO NUEVOS CASTANOS DE MAIPU;614.0465
HUECHURABA;COLEGIO LINCOLN COLLEGE HUECHURABA;653.9208403361345
LA PINTANA;COLEGIO ALTO GABRIELA;549.8688235294118
PROVIDENCIA;COLEGIO CAMPVS COLLEGE;727.1646875
MAIPU;COLEGIO ALVARO LAVÍN;532.5748780487805
PEÑALOLEN;COLEGIO EL ENCUENTRO;640.3984375
MACUL;COLEGIO PARTICULAR EL ALBA DE MACUL;575.0695555555556
PUENTE ALTO;COLEGIO PART. PADRE JOSE KENTENICH;598.4372727272728
QUILICURA;COLEGIO  SAN CARLOS DE QUILICURA;633.4998895027624
LO BARNECHEA;COLEGIO BETTERLAND SCHOOL;556.5024999999999
LA FLORIDA;COLEGIO  LATINOAMERICANO;710.3575
ÑUÑOA;COLEGIO PRECIOSA SANGRE;623.9503030303031
HUECHURABA;COLEGIO SANTA TERESA DE JESUS DE LOS ANDES;538.8259154929577
HUECHURABA;LICEO JOSE ABELARDO NUÑEZ Nº 4;554.7645238095238
RENCA;INSTITUTO CUMBRES DE CONDORES PONIENTE;533.3378947368421
SANTIAGO;COLEGIO INTECTUR;602.77
LAS CONDES;COLEGIO ALCAZAR DE LAS CONDES;718.6648854961833
LO BARNECHEA;COLEGIO PARROQUIAL SANTA ROSA DE LO BARNECHEA;612.4807142857143
LA PINTANA;ESCUELA PARTICULAR PDTE.JOSE J.PRIETO;625.6946666666666
MAIPU;COLEGIO SAN FRANCISCO DE SALES;572.7250847457627
SAN BERNARDO;COLEGIO VALLES DEL MAIPO;549.1011956521739
MAIPU;COLEGIO PARTICULAR SAN FELIX;620.0681818181819
SAN JOAQUIN;COLEGIO POLIV.ADVENTISTA SANTIAGO SUR;555.3452
PADRE HURTADO;LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS;495.68752688172043
LA CISTERNA;COLEGIO ADVENTISTA LA CISTERNA;616.6179710144927
HUECHURABA;COLEGIO MATER DOLOROSA;577.5096153846154
LAS CONDES;SAN JUAN DE LAS CONDES;620.7409401709402
LAMPA;ESCUELA PART. SAN JOSE DE LAMPA;649.0934513274336
EL BOSQUE; ;605.5062594268477
SAN BERNARDO;COLEGIO SAINT ARIELI;600.355625
SAN BERNARDO;COLEGIO ARAGON;569.6392
PEÑALOLEN;CENTRO EDUC. DIEGO DE ALMAGRO;541.6296341463415
ÑUÑOA;COLEGIO DIVINA PASTORA NUNOA;670.7026732673268
LAS CONDES;COLEGIO BRITISH HIGH;691.9720588235294
SANTIAGO;LICEO BICENTENARIO ITALIA;676.3071586715866
QUILICURA;COLEGIO SANTIAGO - QUILICURA;588.039765625
TALAGANTE;LICEO BICENTENARIO MARIA SOLEDAD MELENDEZ MOLINA;680.3274719101123
ÑUÑOA;COLEGIO LA CANTERA;559.0
CALERA DE TANGO;COLEGIO LA MISION;737.7278313253013
LAMPA;COLEGIO POLIV. JERUSALEN DE LAMPA;566.2108633093525
PUDAHUEL;COLEGIO BICENTENARIO MADRE ANA EUGENIA;587.0347899159664
SAN MIGUEL;COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO;630.1331707317073
LO BARNECHEA;LICEO POLIV. SAN JOSE DE LO BARNECHEA;514.5
CERRILLOS;COLEGIO SAN JOSE DE CERRILLOS;552.7010256410257
LAS CONDES;COLEGIO COYANCURA;698.946
RECOLETA;LICEO BICENTENARIO NUEVA AURORA DE CHILE;605.3874545454545
SANTIAGO;ESCUELA MANUEL JOSE IRARRAZAVAL;637.9059154929578
LA PINTANA;CTRO.EDUC.CATOLICO DIDASCALIO STA. MARIA;591.78875
COLINA;COLEGIO DEL VERBO DIVINO DE CHICUREO;742.3465909090909
LAS CONDES;COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES;685.5946666666667
SANTIAGO;COLEGIO NUEVO DIEGO DE ALMAGRO;658.9974545454545
VITACURA;COLEGIO DE LOS SAGRADOS CORAZONES;796.2652717391304
LO BARNECHEA;COLEGIO LO BARNECHEA BICENTENARIO;558.5928925619835
